p_id	e_id	cell_line	modification	effect	time	comment	stimuli	controls
MAPK+PI3K	GSE6784c	MCF-10A (mammary epithelial cell line)	EGF treatment after 24 h serum starvation (Control 0 h)	activation	2 h		GSM156771	GSM156775
MAPK+PI3K	GSE6784d	MCF-10A (mammary epithelial cell line)	EGF treatment after 24 h serum starvation (Control 0 h)	activation	4 h		GSM156771	GSM156776
MAPK+PI3K	GSE7403a	SH-SY5Y (Neuroblastoma cells)	PDGF treatment with 60 min prior DMSO treatment	activation	0.5 h		GSM178575,GSM178576	GSM178569,GSM178570
MAPK+PI3K	GSE7403c	SH-SY5Y (Neuroblastoma cells)	PDGF treatment with 60 min prior DMSO treatment	activation	1 h		GSM178583	GSM178577,GSM178578
MAPK+PI3K	GSE7403e	SH-SY5Y (Neuroblastoma cells)	PDGF treatment with 60 min prior DMSO treatment	activation	2 h		GSM178590,GSM178591	GSM178584,GSM178585
MAPK+PI3K	GSE7403g	SH-SY5Y (Neuroblastoma cells)	PDGF treatment with 60 min prior DMSO treatment	activation	4 h		GSM178606,GSM178607	GSM178600,GSM178601
MAPK+PI3K	GSE8471	MCF7	HRG stimulated (ErbB Ligand)	activation	2 h after stimulation		GSM210180	GSM210181
NFkB	GSE10316a	monocyte derived dendritic cells	treated with 1 µg/ml LPS	activation	4 h	1 replicate each	GSM260689	GSM260690
NFkB	GSE10316b	monocyte derived dendritic cells	treated with 50 µg/ml polyI:C	activation	4 h	1 replicate each	GSM260689	GSM260693
NFkB	GSE14000a	primary blood cells	treated with LPS	activation	4 h	1 replicate each, 4 donors	GSM349874	GSM349876
NFkB	GSE14000b	primary blood cells	treated with LPS	activation	4 h	1 replicate each, 4 donors	GSM351530	GSM351532
NFkB	GSE14000c	primary blood cells	treated with LPS	activation	4 h	1 replicate each, 4 donors	GSM351537	GSM351539
NFkB	GSE14000d	primary blood cells	treated with LPS	activation	4 h	1 replicate each, 4 donors	GSM351622	GSM351638
NFkB	GSE14419a	primary macrophages	treated with zymosan A	activation	3 h	1 replicate each, 4 donors	GSM360139	GSM360141
NFkB	GSE14419b	primary macrophages	treated with zymosan A	activation	3 h	1 replicate each, 4 donors	GSM360143	GSM360145
NFkB	GSE14419c	primary macrophages	treated with zymosan A	activation	3 h	1 replicate each, 4 donors	GSM360182	GSM360184
NFkB	GSE14419d	primary macrophages	treated with zymosan A	activation	3 h	1 replicate each, 4 donors	GSM360186	GSM360188
NFkB	GSE1541aNFkB	A549 (Alveolar Epithelial Cells line)	treated with LPS	activation	1 h		GSM26477,GSM26478	GSM26481,GSM26482
NFkB	GSE1541bNFkB	A549 (Alveolar Epithelial Cells line)	treated with LPS	activation	4 h		GSM26479,GSM26480	GSM26483,GSM26484
NFkB	GSE16193	THP1 monocytic cell line	treated with 1 µg/ml LPS	activation	1 h	5 replicates each	GSM406482,GSM406483,GSM406484,GSM406485,GSM406486	GSM406497,GSM406498,GSM406499,GSM406500,GSM406501
NFkB	GSE19315	THP1 monocytic cell line	treated with LPS	activation	6 h	3 replicates each	GSM479983,GSM479984,GSM479985	GSM479986,GSM479987,GSM479988
NFkB	GSE19627	THP1 monocytes	treated with LPS	activation	4 h	3 replicates each	GSM489343,GSM489344,GSM489345	GSM489337,GSM489338,GSM489339
NFkB	GSE19738a	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492850	GSM492917
NFkB	GSE19738a2	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492876	GSM492943
NFkB	GSE19738a3	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492877	GSM492944
NFkB	GSE19738a4	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492878	GSM492945
NFkB	GSE19738a6	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492880	GSM492947
NFkB	GSE19738a7	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492881	GSM492948
NFkB	GSE19738a8	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492882	GSM492949
NFkB	GSE19738a9	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492883	GSM492950
NFkB	GSE19738b	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492851	GSM492918
NFkB	GSE19738c	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492852	GSM492919
NFkB	GSE19738d	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492853	GSM492920
NFkB	GSE19738e	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492854	GSM492921
NFkB	GSE19738f	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492855	GSM492922
NFkB	GSE19738g	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492856	GSM492923
NFkB	GSE19738h	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492857	GSM492924
NFkB	GSE19738i	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492858	GSM492925
NFkB	GSE19738j	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492859	GSM492926
NFkB	GSE19738k	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492860	GSM492927
NFkB	GSE19738l	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492861	GSM492928
NFkB	GSE19738m	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492862	GSM492929
NFkB	GSE19738n	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492863	GSM492930
NFkB	GSE19738o	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492864	GSM492931
NFkB	GSE19738p	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492865	GSM492932
NFkB	GSE19738q	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492866	GSM492933
NFkB	GSE19738r	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492867	GSM492934
NFkB	GSE19738s	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492868	GSM492935
NFkB	GSE19738t	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492869	GSM492936
NFkB	GSE19738v	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492871	GSM492938
NFkB	GSE19738w	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492872	GSM492939
NFkB	GSE19738x	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492873	GSM492940
NFkB	GSE19738y	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492874	GSM492941
NFkB	GSE19738z	whole blood cells	treated with LPS	activation	5-6 h	1 replicate each, 34 individuals	GSM492875	GSM492942
NFkB	GSE20114a	primary blood cells	treated with LPS	activation	4 h	1 replicate each, 4 donors	GSM502612	GSM502620
NFkB	GSE20114b	primary blood cells	treated with LPS	activation	4 h	1 replicate each, 4 donors	GSM502613	GSM502621
NFkB	GSE20114c	primary blood cells	treated with LPS	activation	4 h	1 replicate each, 4 donors	GSM502614	GSM502622
NFkB	GSE20114d	primary blood cells	treated with LPS	activation	4 h	1 replicate each, 4 donors	GSM502615	GSM502623
NFkB	GSE22248a	PBMCs	treated with LPS	activation	4 h	1 replicates each, 4 individuals	GSM553736	GSM553737
NFkB	GSE22248b	PBMCs	treated with LPS	activation	4 h	1 replicates each, 4 individuals	GSM553739	GSM553740
NFkB	GSE22248c	PBMCs	treated with LPS	activation	4 h	1 replicates each, 4 individuals	GSM553742	GSM553743
NFkB	GSE22248d	PBMCs	treated with LPS	activation	4 h	1 replicates each, 4 individuals	GSM553745	GSM553746
NFkB	GSE23371	dendritic cells	treated with LPS	activation	6 h	3 technical replicates each	GSM573357,GSM573358,GSM573359	GSM573360,GSM573361,GSM573362
NFkB	GSE2396	human gammadelta T cells	treated with LPS	activation	4 h	4 cell cultures pooled	GSM45116	GSM45117
NFkB	GSE24897	macrophages	treated with PG-LPS	activation	2 h	3 replicates each	GSM612262,GSM612263,GSM612264	GSM612268,GSM612269,GSM612270
NFkB	GSE25155a	HEK TLR2 transfected	treated with 10µg/ml H. pylori LPS	activation	2 h	2 replicates each, part of time series	GSM618017,GSM618018	GSM618019,GSM618020
NFkB	GSE2706	Monocyte derived dendritic cells	treated with LPS	activation	2 h	3 replicates	GSM52346,GSM52353,GSM52360	GSM52340,GSM52347,GSM52354
NFkB	GSE29700	BL-2 burkitt lymphoma cell line	treated with LPS	activation	6 h	3 replicates each	GSM736728,GSM736729,GSM736730	GSM736731,GSM736732,GSM736733
NFkB	GSE3037a	primary periphal blood neutrophils	treated with LPS	activation	1 h	1 replicate each, 8 individuals	GSM66867	GSM66884
NFkB	GSE3037b	primary periphal blood neutrophils	treated with LPS	activation	1 h	1 replicate each, 8 individuals	GSM66868	GSM66884
NFkB	GSE3037c	primary periphal blood neutrophils	treated with LPS	activation	1 h	1 replicate each, 8 individuals	GSM66869	GSM66885
NFkB	GSE3037d	primary periphal blood neutrophils	treated with LPS	activation	1 h	1 replicate each, 8 individuals	GSM66870	GSM66886
NFkB	GSE3037e	primary periphal blood neutrophils	treated with LPS	activation	1 h	1 replicate each, 8 individuals	GSM66871	GSM66887
NFkB	GSE3037f	primary periphal blood neutrophils	treated with LPS	activation	1 h	1 replicate each, 8 individuals	GSM66872	GSM66888
NFkB	GSE3037g	primary periphal blood neutrophils	treated with LPS	activation	1 h	1 replicate each, 8 individuals	GSM66873	GSM66889
NFkB	GSE3037h	primary periphal blood neutrophils	treated with LPS	activation	1 h	1 replicate each, 8 individuals	GSM66874	GSM66890
NFkB	GSE3140a	mononuclear cells from adult peripheral blood	treated with 5 µg/ml LPS	activation	4 h	3 replicates each, time might not be exact but probably 4h or 2h	GSM70121,GSM70122,GSM70123	GSM70124,GSM71079,GSM71080
NFkB	GSE3140b	mononuclear cells from cord blood	treated with 5 µg/ml LPS	activation	4 h	3 replicates each, time might not be exact but probably 4h or 2h	GSM71081,GSM71082,GSM71083	GSM71084,GSM71085,GSM71086
NFkB	GSE32390aNFkB	fibroblasts	treated with poly I:C	activation	4 h	1 replicate each, 3 individuals	GSM801677	GSM801667
NFkB	GSE32390bNFkB	fibroblasts	treated with poly I:C	activation	4 h	1 replicate each, 3 individuals	GSM801680	GSM801684
NFkB	GSE32390cNFkB	fibroblasts	treated with poly I:C	activation	4 h	1 replicate each, 3 individuals	GSM801681	GSM801674
NFkB	GSE32390dNFkB	PBMCs	treated with 10 ng/ml LPS	activation	2 h	1 replicate each	GSM801688	GSM801685
NFkB	GSE32390e	PBMCs	treated with 3 µg/ml R848	activation	2 h	1 replicate each, R848 is a relative specific TLR7/8 agonist	GSM801688	GSM801685
NFkB	GSE3491a	GENDER: MALE TISSUE: WHOLE BLOOD LPS RESPONSE: HIGH	treated with LPS 10 NG/ML	activation	4 h	three patients with high LPS response rate	GSM78606	GSM78607
NFkB	GSE3491b	GENDER: MALE TISSUE: WHOLE BLOOD LPS RESPONSE: HIGH	treated with LPS 10 NG/ML	activation	4 h	three patients with high LPS response rate	GSM79057	GSM79058
NFkB	GSE3491c	GENDER: FEMALE TISSUE: WHOLE BLOOD LPS RESPONSE: HIGH	treated with LPS 10 NG/ML	activation	4 h	three patients with high LPS response rate	GSM79064	GSM79067
NFkB	GSE3720a	expanded peripheral blood Vd1 gd T lymphocytes	treated with LPS 10 mg/mL	activation	4 h	3 week culture with Vd1 mab 0.1mg/mL, pan gd mAb 0.1 mg/mL, and IL-15 10ng/mL	GSM85804,GSM85805	GSM85806,GSM85807
NFkB	GSE3720b	expanded peripheral blood Vd2 gd T lymphocytes	treated with LPS 10 mg/mL	activation	4 h	3 week culture with Vd1 mab 0.1mg/mL, pan gd mAb 0.1 mg/mL, and IL-15 10ng/mL	GSM85810,GSM85811	GSM85812,GSM85813
NFkB	GSE3982	macrophages derived from monocytes	treated with LPS	activation	4 h	2 replicates each	GSM90838,GSM90839	GSM90840,GSM90841
NFkB	GSE4748	Monocyte derived dendritic cells	treated with LPS 0.5 ������g/ml		3 h		GSM107453,GSM107458	GSM107455,GSM107460
NFkB	GSE510316	monocyte-derived dendritic cells	treated with LPS 1 ������g/ml		4 h	immature cells	GSM260689	GSM260690
NFkB	GSE518047a	H929 (Multiple Myeloma Cell Line)	transfected with NIK		undefined	overexpression directly above NFkB	GSM451261,GSM451264,GSM451267	GSM451262,GSM451265,GSM451268
NFkB	GSE518047b	H929 (Multiple Myeloma Cell Line)	transfected with IKKB		undefined	overexpression directly above NFkB	GSM451261,GSM451264,GSM451267	GSM451263,GSM451266,GSM451269
NFkB	GSE518047c	SACHI (Multiple Myeloma Cell Line)	transfected with NIK		undefined	overexpression directly above NFkB	GSM451270,GSM451273,GSM451276	GSM451271,GSM451274,GSM451277
NFkB	GSE518047d	SACHI (Multiple Myeloma Cell Line)	transfected with IKKB		undefined	overexpression directly above NFkB	GSM451270,GSM451273,GSM451276	GSM451272,GSM451275,GSM451278
NFkB	GSE53982a	Human CD16+, CCR3- peripheral blood neutrophils	treated with LPS 100 ng/ml		1 h		GSM90843,GSM90844	GSM90847
NFkB	GSE53982b	Macrophages differentiated from isolated CD14+ monocytes in the presence of GM-CSF	treated with LPS 100 ng/ml		4 h		GSM90838,GSM90839	GSM90840,GSM90841
NFkB	GSE5504a	human peripheral blood derived monocytes	treated with LPS	activation	2 h		GSM126988,GSM126993	GSM126994,GSM126995
NFkB	GSE5504b	human peripheral blood derived monocytes	treated with LPS	activation	4 h		GSM126988,GSM126993	GSM126996,GSM126997
NFkB	GSE5883	HMVEC-L (Microvascular endothelial cells, lung)	treated with LPS 10 ng	activation	4 h	4 replicates each	GSM114564,GSM114565,GSM114566,GSM114567	GSM114552,GSM114553,GSM114554,GSM114555
NFkB	GSE7850a	Retinal endothelial cell	treated with LPS 10 100 ng/mL	activation	4 h	three different patients 2 different tissues	GSM190517,GSM190518	GSM190519,GSM190520
NFkB	GSE7850b	Choroidal endothelial cell	treated with LPS 10 100 ng/mL	activation	4 h	three different patients 2 different tissues	GSM190521,GSM190522	GSM190523,GSM190524
NFkB	GSE7850c	Retinal endothelial cell	treated with LPS 10 100 ng/mL	activation	4 h	three different patients 2 different tissues	GSM190525,GSM190526	GSM190527,GSM190528
NFkB	GSE7850d	Choroidal endothelial cell	treated with LPS 10 100 ng/mL	activation	4 h	three different patients 2 different tissues	GSM190529,GSM190530	GSM190531,GSM190532
NFkB	GSE7850e	Retinal endothelial cell	treated with LPS 10 100 ng/mL	activation	4 h	three different patients 2 different tissues	GSM190533,GSM190534	GSM190535,GSM190536
NFkB	GSE7850f	Choroidal endothelial cell	treated with LPS 10 100 ng/mL	activation	4 h	three different patients 2 different tissues	GSM190537,GSM190538	GSM190539,GSM190540
NFkB	GSE8190a	epithelial cells	treated with LPS	activation	4 h	2 replicates each, 14 individuals	GSM202420,GSM202421	GSM202416,GSM202417
NFkB	GSE8190c	epithelial cells	treated with LPS	activation	4 h	2 replicates each, 14 individuals	GSM202430,GSM202431	GSM202432,GSM202433
NFkB	GSE8190d	epithelial cells	treated with LPS	activation	4 h	2 replicates each, 14 individuals	GSM202440,GSM202441	GSM202436,GSM202437
NFkB	GSE8190e	epithelial cells	treated with LPS	activation	4 h	2 replicates each, 14 individuals	GSM202452,GSM202453	GSM202448,GSM202449
NFkB	GSE8190f	epithelial cells	treated with LPS	activation	4 h	2 replicates each, 14 individuals	GSM202476,GSM202477	GSM202472,GSM202473
NFkB	GSE8190g	epithelial cells	treated with LPS	activation	4 h	2 replicates each, 14 individuals	GSM202486,GSM202487	GSM202482,GSM202483
NFkB	GSE8190h	epithelial cells	treated with LPS	activation	4 h	2 replicates each, 14 individuals	GSM202510,GSM202511	GSM202506,GSM202507
NFkB	GSE8190i	epithelial cells	treated with LPS	activation	4 h	2 replicates each, 14 individuals	GSM202516,GSM202517	GSM202512,GSM202513
NFkB	GSE8190k	epithelial cells	treated with LPS	activation	4 h	2 replicates each, 14 individuals	GSM202591,GSM202662	GSM202589,GSM202660
NFkB	GSE8190l	epithelial cells	treated with LPS	activation	4 h	2 replicates each, 14 individuals	GSM202594,GSM202665	GSM202592,GSM202663
NFkB	GSE8608	monocyte-derived macrophages of 13 male healthy subjects	treated with LPS 10ng/ml	activation	4 h		GSM213500	GSM213511
NFkB	GSE9916	THP-1 cell line	treated with 1 µg/ml LPS	activation	4 h	3 replicates each	GSM250931,GSM250932,GSM250933	GSM250940,GSM250941,GSM250942
NFkB	GSE9988a	Human monocytes (donor 1)	treated with LPS	activation	2 h	10 anonymous donors in this set	GSM252485	GSM252451
NFkB	GSE9988b	Human monocytes (donor 2)	treated with LPS	activation	2 h	10 anonymous donors in this set	GSM252481	GSM252448
NFkB	GSE9988c	Human monocytes (donor 3)	treated with LPS	activation	2 h	10 anonymous donors in this set	GSM252480	GSM252447
NFkB	GSE9988d	Human monocytes (donor 4)	treated with LPS	activation	2 h	10 anonymous donors in this set	GSM252479	GSM252444
NFkB	GSE9988e	Human monocytes (donor 5)	treated with LPS	activation	2 h	10 anonymous donors in this set	GSM252482	GSM252450
NFkB	GSE9988f	Human monocytes (donor 6)	treated with LPS	activation	2 h	10 anonymous donors in this set	GSM252478	GSM252452
NFkB	GSE9988g	Human monocytes (donor 7)	treated with LPS	activation	2 h	10 anonymous donors in this set	GSM252483	GSM252443
NFkB	GSE9988h	Human monocytes (donor 8)	treated with LPS	activation	2 h	10 anonymous donors in this set	GSM252477	GSM252454
NFkB	GSE9988i	Human monocytes (donor 9)	treated with LPS	activation	2 h	10 anonymous donors in this set	GSM252484	GSM252449
NFkB	GSE9988j	Human monocytes (donor 11)	treated with LPS	activation	2 h	10 anonymous donors in this set	GSM252476	GSM252453
Notch	GSE104260	T-Acute Lymphoblastic Leukemia cell line TALL-1	Gamma secretase inhibitor compund E 1µM	inhibition	24h	two replicates	GSM2793819,GSM2793820	GSM2793821,GSM2793822
Notch	GSE115690a	T-All cell line with Notch activating mutations TALL-1		inhibition	16h	three replicate, 2 cell lines taken	GSM3187737,GSM3187738,GSM3187739	GSM3187740,GSM3187741,GSM3187742
Notch	GSE115690b	T-All cell line with Notch activating mutations RPMI.8402		inhibition	16h	three replicate, 2 cell lines taken	GSM3187755,GSM3187756,GSM3187757	GSM3187758,GSM3187759,GSM3187760
Notch	GSE12355	EREB2-5 B cell line	transfected with Notch1 intracellular domain	activation	8 h	3 replicates each	GSM310330,GSM310331,GSM310332	GSM310333,GSM310334,GSM310335
Notch	GSE125349	human MCL cell line Mino (Notch1 mutation causing prolonged activation upon stimulation)		inhibition	48h	no replicate, compared is DLL4 stimulated (Notch1 activated) vs DLL4 + Notch1 antibody	GSM3569343	GSM3569345
Notch	GSE16477a	embryonal neuroblast cell line IMR32	inducible Notch3 via dox	activation	4h	two replicates, two clones combined	GSM414091,GSM414100	GSM414092,GSM414101
Notch	GSE16477b	embryonal neuroblast cell line IMR32	inducible Notch3 via dox	activation	8h	two replicates, two clones combined	GSM414091,GSM414100	GSM414093,GSM414102
Notch	GSE29544a	CUTLL1 cells	treated with washout of GSI inhibitor	activation	2 h	3 replicates each, treatment after 3 days treatment with GSI, GSI= gamma secretase inhibitor	GSM731503,GSM731504,GSM731505	GSM731506,GSM731507,GSM731508
Notch	GSE29544b	CUTLL1 cells	treated with washout of GSI inhibitor	activation	4 h	3 replicates each, treatment after 3 days treatment with GSI, GSI= gamma secretase inhibitor	GSM731503,GSM731504,GSM731505	GSM731513,GSM731514,GSM731512
Notch	GSE29959a	human T-ALL cell line ALLSIL		inhibition	12h	no replicate, 5 cell lines!!!	GSM741305	GSM741306
Notch	GSE29959b	human T-ALL cell line DND41		inhibition	12h	no replicate, 5 cell lines!!!	GSM741311	GSM741312
Notch	GSE29959c	human T-ALL cell line HPBALL		inhibition	12h	no replicate, 5 cell lines!!!	GSM741317	GSM741318
Notch	GSE29959d	human T-ALL cell line KOPTK1		inhibition	12h	no replicate, 5 cell lines!!!	GSM741323	GSM741324
Notch	GSE29959e	human T-ALL cell line TALL-1		inhibition	12h	no replicate, 5 cell lines!!!	GSM741329	GSM741330
Notch	GSE30288		gamma-secretase inhibitor MRK-003 10µM	inhibition	4h	three replicates	GSM750722,GSM750727,GSM750733	GSM750730,GSM750728,GSM750725
Notch	GSE34602a	MCl cell line Rec1	gama secretase inhibitor compound E	inhibition	24h	two replicates, second sensitive cell line also included	GSM851735,GSM851736	GSM851737,GSM851738
Notch	GSE34602b	MCl cell line SP-49	gama secretase inhibitor compound E	inhibition	24h	two replicates, second sensitive cell line also included	GSM851739,GSM851740	GSM851741,GSM851742
Notch	GSE36051a	breast cancer cell line MCF7	induction of Notch via Jagged1-FC	activation	6h	three replicates, control is Jagged1-FC + gamma secretase inhibitor DAPTK	GSM879944,GSM879945,GSM879946	GSM879941,GSM879942,GSM879943
Notch	GSE36051b	breast cancer cell line MDA-MB-231	induction of Notch via Jagged1-FC	activation	6h	three replicates, control is Jagged1-FC + gamma secretase inhibitor DAPTK	GSM879959,GSM879960,GSM879961	GSM879956,GSM879957,GSM879958
Notch	GSE36176a	A549 cells	treated with 2µM GSI RO4929097	inhibition	6 h	4 replicates each, different cell lines, GSI= gamma secretase inhibitor	GSM882357,GSM882358,GSM882359,GSM882360	GSM882361,GSM882362,GSM882363,GSM882364
Notch	GSE36176b	H460 cells	treated with 2µM GSI RO4929097	inhibition	6 h	4 replicates each, different cell lines, GSI= gamma secretase inhibitor	GSM882373,GSM882374,GSM882375,GSM882376	GSM882377,GSM882378,GSM882379,GSM882380
Notch	GSE39223	U87-EV human glioblastoma xenograft		inhibition	72h + 4h	3 replicates each	GSM958322,GSM958323,GSM958324	GSM958325,GSM958326,GSM958327
Notch	GSE45750	Umbilical vein endothelial cells	gamma secretase inhibitor DAPT	inhibition	48 h	3 replicates each	GSM1113592,GSM1113593,GSM1113594	GSM1113595,GSM1113596,GSM1113597
Notch	GSE50841	Colon cancer cell line SW480 with BOP1 overexpression		inhibition	24h	two replicates	GSM1231036,GSM1231037	GSM1231054,GSM1231055
Notch	GSE82298	Triple negative breast cancer MBA-MB-468 cells		inhibition	24h	three replicates	GSM2188520,GSM2188522,GSM2188523	GSM2188519,GSM2188521,GSM2188525
Notch	GSE85986	HUVEC treated with IL1-ß for 4h		inhibition	48h	three replicates	GSM2290151,GSM2290152,GSM2290153	GSM2290157,GSM2290158,GSM2290159
p53	GSE12666a	MCF7 cells	treated with 10 µM BMH-7, p53 activator	activation	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSM318069,GSM318070,GSM318071,GSM318072	GSM318045,GSM318046,GSM318047,GSM318048
p53	GSE12666b	MCF7 cells	treated with 10 µM BMH-9, p53 activator	activation	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSM318069,GSM318070,GSM318071,GSM318072	GSM318049,GSM318050,GSM318051,GSM318052
p53	GSE12666c	MCF7 cells	treated with 10 µM BMH-15, p53 activator	activation	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSM318069,GSM318070,GSM318071,GSM318072	GSM318053,GSM318054,GSM318055,GSM318056
p53	GSE12666d	MCF7 cells	treated with 10 µM BMH-21, p53 activator	activation	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSM318069,GSM318070,GSM318071,GSM318072	GSM318057,GSM318058,GSM318059,GSM318060
p53	GSE12666e	MCF7 cells	treated with 10 µM BMH-22, p53 activator	activation	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSM318069,GSM318070,GSM318071,GSM318072	GSM318061,GSM318062,GSM318063,GSM318064
p53	GSE12666f	MCF7 cells	treated with 10 µM BMH-23, p53 activator	activation	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSM318069,GSM318070,GSM318071,GSM318072	GSM318065,GSM318066,GSM318067,GSM318068
p53	GSE13291	MCF7 cells	treated with 1 µM RITA, p53 activator	activation	2 h	1 replicate each, RITA inhibits HDM2-p53 interaction	GSM335410	GSM335411
p53	GSE2238	HT1080 fibrosarcoma cells	treated with doxorubicin	activation	6 h	1 replicate each	GSM40961	GSM40962
p53	GSE23010	U2OS cells	treated with 5 GY X-Ray irradiation	activation	4 h	3 replicates each, cells transfected with control sh RNA	GSM567732,GSM567740,GSM567748	GSM567733,GSM567741,GSM567749
p53	GSE30240a	G361 cells	treated with 5 GY X-Ray irradiation	activation	3 h	3 replicates each, part of time series, time respective control, 5 different tissues	GSM748818,GSM748819,GSM748820	GSM748824,GSM748825,GSM748826
p53	GSE30240b	G361 cells	treated with 5 GY X-Ray irradiation	activation	6 h	3 replicates each, part of time series, time respective control, 5 different tissues	GSM748821,GSM748822,GSM748823	GSM748827,GSM748828,GSM748829
p53	GSE30240c	HepG2 cells	treated with 5 GY X-Ray irradiation	activation	3 h	3 replicates each, part of time series, time respective control, 5 different tissues	GSM748833,GSM748834,GSM748835	GSM748839,GSM748840,GSM748841
p53	GSE30240d	HepG2 cells	treated with 5 GY X-Ray irradiation	activation	6 h	3 replicates each, part of time series, time respective control, 5 different tissues	GSM748836,GSM748837,GSM748838	GSM748842,GSM748843,GSM748844
p53	GSE30240e	TK6 cells	treated with 5 GY X-Ray irradiation	activation	3 h	3 replicates each, part of time series, time respective control, 5 different tissues	GSM748848,GSM748849,GSM748850	GSM748854,GSM748855,GSM748856
p53	GSE30240f	TK6 cells	treated with 5 GY X-Ray irradiation	activation	6 h	3 replicates each, part of time series, time respective control, 5 different tissues	GSM748851,GSM748852,GSM748853	GSM748857,GSM748858,GSM748859
p53	GSE30240g	U2OS cells	treated with 5 GY X-Ray irradiation	activation	3 h	3 replicates each, part of time series, time respective control, 5 different tissues	GSM748863,GSM748864,GSM748865	GSM748869,GSM748870,GSM748871
p53	GSE30240h	U2OS cells	treated with 5 GY X-Ray irradiation	activation	6 h	3 replicates each, part of time series, time respective control, 5 different tissues	GSM748866,GSM748867,GSM748868	GSM748872,GSM748873,GSM748874
p53	GSE30240i	BJ cells	treated with 5 GY X-Ray irradiation	activation	3 h	3 replicates each, part of time series, time respective control, 5 different tissues	GSM749871,GSM749872,GSM749873	GSM749880,GSM749881,GSM749882
p53	GSE30240j	BJ cells	treated with 5 GY X-Ray irradiation	activation	6 h	3 replicates each, part of time series, time respective control, 5 different tissues	GSM749874,GSM749875,GSM749876	GSM749883,GSM749884,GSM749885
p53	GSE32441	HT1080 fibrosarcoma cells	treated with 0.25 µg/ml doxorubicin	activation	6 h	1 replicate each	GSM802712	GSM802717
p53	GSE8939a	CS-B wt rescued cells	treated with 10 J/m2 UVC irradiation	activation	2 h	3 replicates each, 2 arrays per sample	GSM226614,GSM226615,GSM226619	GSM226620,GSM226621,GSM226622
p53	GSE8939b	CS-B wt rescued cells	treated with 10 J/m2 UVC irradiation	activation	2 h	3 replicates each, 2 arrays per sample	GSM226616,GSM226617,GSM226618	GSM226623,GSM226624,GSM226625
PI3K	GSE10086a	MDA468 cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254931	GSM254932
PI3K	GSE10086b	H1650 cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254933	GSM254934
PI3K	GSE10086c	A431 cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254935	GSM254936
